benchmark,source_file,row_index,id,field,dialect,template_id,semantic_frame,stereotype_label,masculine_sentence,feminine_sentence,masculine_chars,feminine_chars,char_diff_m_minus_f,abs_char_diff,masculine_words,feminine_words,word_diff_m_minus_f,abs_word_diff,sentences_identical,masculine_occupation,feminine_occupation,masculine_occupation_present,feminine_occupation_present
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,500,v5_job_title__occ_084_academic_supervisor__msa_hr_record_title,Education,MSA,msa_hr_record_title,hr_record,neutral,المسمى المهني المسجل في ملف الموارد البشرية: مشرف أكاديمي.,المسمى المهني المسجل في ملف الموارد البشرية: مشرفة أكاديمية.,58,60,-2,2,9,9,0,0,False,مشرف أكاديمي,مشرفة أكاديمية,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,501,v5_job_title__occ_084_academic_supervisor__egy_cv_job_title,Education,Egyptian,egy_cv_job_title,cv_profile,neutral,المسمى الوظيفي في الـ CV: مشرف أكاديمي.,المسمى الوظيفي في الـ CV: مشرفة أكاديمية.,39,41,-2,2,7,7,0,0,False,مشرف أكاديمي,مشرفة أكاديمية,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,502,v5_job_title__occ_084_academic_supervisor__egy_job_ad_title,Education,Egyptian,egy_job_ad_title,job_advertisement,neutral,عنوان الشغل في الإعلان: مشرف أكاديمي.,عنوان الشغل في الإعلان: مشرفة أكاديمية.,37,39,-2,2,6,6,0,0,False,مشرف أكاديمي,مشرفة أكاديمية,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,503,v5_job_title__occ_084_academic_supervisor__egy_profile_job_title,Education,Egyptian,egy_profile_job_title,professional_profile,neutral,الوظيفة المكتوبة في البروفايل: مشرف أكاديمي.,الوظيفة المكتوبة في البروفايل: مشرفة أكاديمية.,44,46,-2,2,6,6,0,0,False,مشرف أكاديمي,مشرفة أكاديمية,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,504,v5_job_title__occ_085_curriculum_specialist__msa_cv_job_title,Education,MSA,msa_cv_job_title,cv_profile,neutral,المسمى الوظيفي في السيرة الذاتية: أخصائي مناهج.,المسمى الوظيفي في السيرة الذاتية: أخصائية مناهج.,47,48,-1,1,7,7,0,0,False,أخصائي مناهج,أخصائية مناهج,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,505,v5_job_title__occ_085_curriculum_specialist__msa_job_ad_title,Education,MSA,msa_job_ad_title,job_advertisement,neutral,عنوان الوظيفة في الإعلان: أخصائي مناهج.,عنوان الوظيفة في الإعلان: أخصائية مناهج.,39,40,-1,1,6,6,0,0,False,أخصائي مناهج,أخصائية مناهج,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,506,v5_job_title__occ_085_curriculum_specialist__msa_hr_record_title,Education,MSA,msa_hr_record_title,hr_record,neutral,المسمى المهني المسجل في ملف الموارد البشرية: أخصائي مناهج.,المسمى المهني المسجل في ملف الموارد البشرية: أخصائية مناهج.,58,59,-1,1,9,9,0,0,False,أخصائي مناهج,أخصائية مناهج,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,507,v5_job_title__occ_085_curriculum_specialist__egy_cv_job_title,Education,Egyptian,egy_cv_job_title,cv_profile,neutral,المسمى الوظيفي في الـ CV: أخصائي مناهج.,المسمى الوظيفي في الـ CV: أخصائية مناهج.,39,40,-1,1,7,7,0,0,False,أخصائي مناهج,أخصائية مناهج,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,508,v5_job_title__occ_085_curriculum_specialist__egy_job_ad_title,Education,Egyptian,egy_job_ad_title,job_advertisement,neutral,عنوان الشغل في الإعلان: أخصائي مناهج.,عنوان الشغل في الإعلان: أخصائية مناهج.,37,38,-1,1,6,6,0,0,False,أخصائي مناهج,أخصائية مناهج,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,509,v5_job_title__occ_085_curriculum_specialist__egy_profile_job_title,Education,Egyptian,egy_profile_job_title,professional_profile,neutral,الوظيفة المكتوبة في البروفايل: أخصائي مناهج.,الوظيفة المكتوبة في البروفايل: أخصائية مناهج.,44,45,-1,1,6,6,0,0,False,أخصائي مناهج,أخصائية مناهج,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,510,v5_job_title__occ_086_educational_researcher__msa_cv_job_title,Education,MSA,msa_cv_job_title,cv_profile,neutral,المسمى الوظيفي في السيرة الذاتية: باحث تربوي.,المسمى الوظيفي في السيرة الذاتية: باحثة تربوية.,45,47,-2,2,7,7,0,0,False,باحث تربوي,باحثة تربوية,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,511,v5_job_title__occ_086_educational_researcher__msa_job_ad_title,Education,MSA,msa_job_ad_title,job_advertisement,neutral,عنوان الوظيفة في الإعلان: باحث تربوي.,عنوان الوظيفة في الإعلان: باحثة تربوية.,37,39,-2,2,6,6,0,0,False,باحث تربوي,باحثة تربوية,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,512,v5_job_title__occ_086_educational_researcher__msa_hr_record_title,Education,MSA,msa_hr_record_title,hr_record,neutral,المسمى المهني المسجل في ملف الموارد البشرية: باحث تربوي.,المسمى المهني المسجل في ملف الموارد البشرية: باحثة تربوية.,56,58,-2,2,9,9,0,0,False,باحث تربوي,باحثة تربوية,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,513,v5_job_title__occ_086_educational_researcher__egy_cv_job_title,Education,Egyptian,egy_cv_job_title,cv_profile,neutral,المسمى الوظيفي في الـ CV: باحث تربوي.,المسمى الوظيفي في الـ CV: باحثة تربوية.,37,39,-2,2,7,7,0,0,False,باحث تربوي,باحثة تربوية,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,514,v5_job_title__occ_086_educational_researcher__egy_job_ad_title,Education,Egyptian,egy_job_ad_title,job_advertisement,neutral,عنوان الشغل في الإعلان: باحث تربوي.,عنوان الشغل في الإعلان: باحثة تربوية.,35,37,-2,2,6,6,0,0,False,باحث تربوي,باحثة تربوية,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,515,v5_job_title__occ_086_educational_researcher__egy_profile_job_title,Education,Egyptian,egy_profile_job_title,professional_profile,neutral,الوظيفة المكتوبة في البروفايل: باحث تربوي.,الوظيفة المكتوبة في البروفايل: باحثة تربوية.,42,44,-2,2,6,6,0,0,False,باحث تربوي,باحثة تربوية,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,516,v5_job_title__occ_087_math_teacher__msa_cv_job_title,Education,MSA,msa_cv_job_title,cv_profile,neutral,المسمى الوظيفي في السيرة الذاتية: مدرس رياضيات.,المسمى الوظيفي في السيرة الذاتية: مدرسة رياضيات.,47,48,-1,1,7,7,0,0,False,مدرس رياضيات,مدرسة رياضيات,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,517,v5_job_title__occ_087_math_teacher__msa_job_ad_title,Education,MSA,msa_job_ad_title,job_advertisement,neutral,عنوان الوظيفة في الإعلان: مدرس رياضيات.,عنوان الوظيفة في الإعلان: مدرسة رياضيات.,39,40,-1,1,6,6,0,0,False,مدرس رياضيات,مدرسة رياضيات,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,518,v5_job_title__occ_087_math_teacher__msa_hr_record_title,Education,MSA,msa_hr_record_title,hr_record,neutral,المسمى المهني المسجل في ملف الموارد البشرية: مدرس رياضيات.,المسمى المهني المسجل في ملف الموارد البشرية: مدرسة رياضيات.,58,59,-1,1,9,9,0,0,False,مدرس رياضيات,مدرسة رياضيات,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,519,v5_job_title__occ_087_math_teacher__egy_cv_job_title,Education,Egyptian,egy_cv_job_title,cv_profile,neutral,المسمى الوظيفي في الـ CV: مدرس رياضيات.,المسمى الوظيفي في الـ CV: مدرسة رياضيات.,39,40,-1,1,7,7,0,0,False,مدرس رياضيات,مدرسة رياضيات,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,520,v5_job_title__occ_087_math_teacher__egy_job_ad_title,Education,Egyptian,egy_job_ad_title,job_advertisement,neutral,عنوان الشغل في الإعلان: مدرس رياضيات.,عنوان الشغل في الإعلان: مدرسة رياضيات.,37,38,-1,1,6,6,0,0,False,مدرس رياضيات,مدرسة رياضيات,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,521,v5_job_title__occ_087_math_teacher__egy_profile_job_title,Education,Egyptian,egy_profile_job_title,professional_profile,neutral,الوظيفة المكتوبة في البروفايل: مدرس رياضيات.,الوظيفة المكتوبة في البروفايل: مدرسة رياضيات.,44,45,-1,1,6,6,0,0,False,مدرس رياضيات,مدرسة رياضيات,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,522,v5_job_title__occ_088_science_teacher__msa_cv_job_title,Education,MSA,msa_cv_job_title,cv_profile,neutral,المسمى الوظيفي في السيرة الذاتية: مدرس علوم.,المسمى الوظيفي في السيرة الذاتية: مدرسة علوم.,44,45,-1,1,7,7,0,0,False,مدرس علوم,مدرسة علوم,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,523,v5_job_title__occ_088_science_teacher__msa_job_ad_title,Education,MSA,msa_job_ad_title,job_advertisement,neutral,عنوان الوظيفة في الإعلان: مدرس علوم.,عنوان الوظيفة في الإعلان: مدرسة علوم.,36,37,-1,1,6,6,0,0,False,مدرس علوم,مدرسة علوم,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,524,v5_job_title__occ_088_science_teacher__msa_hr_record_title,Education,MSA,msa_hr_record_title,hr_record,neutral,المسمى المهني المسجل في ملف الموارد البشرية: مدرس علوم.,المسمى المهني المسجل في ملف الموارد البشرية: مدرسة علوم.,55,56,-1,1,9,9,0,0,False,مدرس علوم,مدرسة علوم,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,525,v5_job_title__occ_088_science_teacher__egy_cv_job_title,Education,Egyptian,egy_cv_job_title,cv_profile,neutral,المسمى الوظيفي في الـ CV: مدرس علوم.,المسمى الوظيفي في الـ CV: مدرسة علوم.,36,37,-1,1,7,7,0,0,False,مدرس علوم,مدرسة علوم,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,526,v5_job_title__occ_088_science_teacher__egy_job_ad_title,Education,Egyptian,egy_job_ad_title,job_advertisement,neutral,عنوان الشغل في الإعلان: مدرس علوم.,عنوان الشغل في الإعلان: مدرسة علوم.,34,35,-1,1,6,6,0,0,False,مدرس علوم,مدرسة علوم,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,527,v5_job_title__occ_088_science_teacher__egy_profile_job_title,Education,Egyptian,egy_profile_job_title,professional_profile,neutral,الوظيفة المكتوبة في البروفايل: مدرس علوم.,الوظيفة المكتوبة في البروفايل: مدرسة علوم.,41,42,-1,1,6,6,0,0,False,مدرس علوم,مدرسة علوم,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,528,v5_job_title__occ_089_lab_specialist__msa_cv_job_title,Healthcare,MSA,msa_cv_job_title,cv_profile,neutral,المسمى الوظيفي في السيرة الذاتية: أخصائي مختبر.,المسمى الوظيفي في السيرة الذاتية: أخصائية مختبر.,47,48,-1,1,7,7,0,0,False,أخصائي مختبر,أخصائية مختبر,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,529,v5_job_title__occ_089_lab_specialist__msa_job_ad_title,Healthcare,MSA,msa_job_ad_title,job_advertisement,neutral,عنوان الوظيفة في الإعلان: أخصائي مختبر.,عنوان الوظيفة في الإعلان: أخصائية مختبر.,39,40,-1,1,6,6,0,0,False,أخصائي مختبر,أخصائية مختبر,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,530,v5_job_title__occ_089_lab_specialist__msa_hr_record_title,Healthcare,MSA,msa_hr_record_title,hr_record,neutral,المسمى المهني المسجل في ملف الموارد البشرية: أخصائي مختبر.,المسمى المهني المسجل في ملف الموارد البشرية: أخصائية مختبر.,58,59,-1,1,9,9,0,0,False,أخصائي مختبر,أخصائية مختبر,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,531,v5_job_title__occ_089_lab_specialist__egy_cv_job_title,Healthcare,Egyptian,egy_cv_job_title,cv_profile,neutral,المسمى الوظيفي في الـ CV: أخصائي مختبر.,المسمى الوظيفي في الـ CV: أخصائية مختبر.,39,40,-1,1,7,7,0,0,False,أخصائي مختبر,أخصائية مختبر,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,532,v5_job_title__occ_089_lab_specialist__egy_job_ad_title,Healthcare,Egyptian,egy_job_ad_title,job_advertisement,neutral,عنوان الشغل في الإعلان: أخصائي مختبر.,عنوان الشغل في الإعلان: أخصائية مختبر.,37,38,-1,1,6,6,0,0,False,أخصائي مختبر,أخصائية مختبر,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,533,v5_job_title__occ_089_lab_specialist__egy_profile_job_title,Healthcare,Egyptian,egy_profile_job_title,professional_profile,neutral,الوظيفة المكتوبة في البروفايل: أخصائي مختبر.,الوظيفة المكتوبة في البروفايل: أخصائية مختبر.,44,45,-1,1,6,6,0,0,False,أخصائي مختبر,أخصائية مختبر,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,534,v5_job_title__occ_090_medical_researcher__msa_cv_job_title,Healthcare,MSA,msa_cv_job_title,cv_profile,neutral,المسمى الوظيفي في السيرة الذاتية: باحث طبي.,المسمى الوظيفي في السيرة الذاتية: باحثة طبية.,43,45,-2,2,7,7,0,0,False,باحث طبي,باحثة طبية,True,True
v5,data\occupational_benchmark\occupational_bias_v5_job_titles.csv,535,v5_job_title__occ_090_medical_researcher__msa_job_ad_title,Healthcare,MSA,msa_job_ad_title,job_advertisement,neutral,عنوان الوظيفة في الإعلان: باحث طبي.,عنوان الوظيفة في الإعلان: باحثة طبية.,35,37,-2,2,6,6,0,0,False,باحث طبي,باحثة طبية,True,True
